Event Name,Event Description,Event Start Date,Event Start Time,Event End Date,Event End Time,All Day Event,Event Venue Name,Event Category,Event Website
Nature Exploration: Tree Appreciation Month,"Join Prospect Park Alliance for nature education programs on Saturdays and Sundays at the Prospect Park Audubon Center, the first urban Audubon Center in the nation. Leaf Art, 10 am–12 pm: Let’s have fun exploring the unique features of trees and their uniquely shaped leaves. Let your creativity flourish as you craft art inspired by nature. Nature Detective, 10 am–1 pm: What can you discover when you slow down and look closely? Borrow a sketchbook and observation guide, then record your discoveries and sketch what catches your eye, just like a naturalist in the field! Fall Leaf Discovery, 12–1 pm: Join us as we delve into the wonder of nature! Are you curious about why and when trees shed their leaves? Gain hands-on experience in citizen science as we explore the Prospect Park environment and witness how changing temperatures affect the trees. We will provide you with a guide to help you record your observations. This program leaves the Audubon Center promptly at 12 pm.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/nature-exploration-tree-appreciation-month-6/2026-09-20/
Park Pitch In: Street Tree Care,"Help Prospect Park Alliance care for our trees! Volunteers will support our urban forest by tending to the hundreds of park perimeter trees, and learning skills such as weeding, mulching and aerating tree beds, which you can use to care for the street trees in your neighborhood. Appropriate for groups, teens and adults. Locations vary by date. Register as an Individual or Register as a Group Questions? Contact the Alliance Volunteer Services team at volunteers@prospectpark.org or 929-888-6826.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/park-pitch-in-street-tree-care-4/2026-09-20/
Smorgasburg,"Smorgasburg, presented in partnership with Prospect Park Alliance, is considered the “Woodstock of Eating.” The celebrated open-air food fair is back in Prospect Park for the 2026 season! Over 60 local businesses will gather on Breeze Hill, near the Lincoln Road entrance, to offer a range of food and drink every Sunday through October 25. Learn more and view 2026 vendors.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/smorgasburg-4/2026-09-20/
Pop-Up Audubon I,"Celebrate Autumn in Prospect Park by supporting migratory birds! Join Prospect Park Alliance Naturalists to design your own colorful autumn leaf window cling. These fun, decorative clings help prevent bird-window collisions by making glass more visible to migrating birds. All materials provided — family-friendly and free to participate! Also enjoy: Stay + Play, 12–3 pm: Families, children and caregivers can enjoy a range of nature fun including games, puzzles and drawing activities. Nature on the Go, 3–4 pm: Join an Alliance Naturalist as we explore the park’s trails for signs of fall. Be a Park Champion by helping pick up trash along the way. Pop-Up Audubon will be canceled in the event of inclement weather, including rain, extreme heat (temperatures of 90°F or higher), or “Very Unhealthy” air quality conditions.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/pop-up-audubon-i-11/2026-09-20/
Pop-Up Audubon II,"Have you ever wondered what lives beneath your feet on the forest floor? Join Prospect Park Alliance naturalists to explore the hidden world of leaf litter. Through hands-on observation, you’ll uncover insects, decomposers, and other small creatures that play a big role in keeping the ecosystem healthy. Also enjoy: Stay + Play, 12–3 pm: Families, children and caregivers can enjoy a range of nature fun including games, puzzles and drawing activities. Nature on the Go, 3–4 pm: Join an Alliance Naturalist as we explore the park’s trails for signs of fall. Be a Park Champion by helping pick up trash along the way. Pop-Up Audubon will be canceled in the event of inclement weather, including rain, extreme heat (temperatures of 90°F or higher), or “Very Unhealthy” air quality conditions.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/pop-up-audubon-ii-8/2026-09-20/
Carousel Rides,"Children’s Corner, $3 per ride, $13 for a book of 5 tickets, Free with Prospect Park Alliance Family Supporter membership or higher. Enjoy a ride on Prospect Park’s beloved 1912 Carousel. Open Thursdays – Sundays and Holidays, this treasured historic attraction features magnificent carved horses, lions, giraffes and deer. Join the Alliance at the Family Supporter level or above and enjoy unlimited free rides!",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/carousel-rides-9/2026-09-20/
Exhibit: The Shirley Chisholm Way: Brooklyn's Blueprint for Change,"Join Prospect Park Alliance and Shirley Chisholm Cultural Institute (SCCI) for a new exhibit that explores how Brooklyn’s beloved daughter broke down gender and racial barriers to fight for her community, becoming the first Black woman elected to Congress. The exhibit is organized around seven life lessons drawn from Chisholm’s tenacious career. It features stunning portraits of Chisholm by artist Al Johnson and rarely seen photographs and memorabilia from the Congresswoman’s campaigns, curated by Barbara Bullard, Creative Producer and President of SCCI. These materials offer inspirational insights into how Brooklyn’s beloved daughter broke down gender and racial barriers to become the first Black woman to serve in Congress. This exhibit provides visitors with a space to reflect on Chisholm’s legacy as Prospect Park Alliance welcomes the installation of a new monument in her honor at the Parkside and Ocean Avenue entrance in 2027. The exhibit, curated by Barbara Bullard, Cultural Producer and President of the Shirley Chisholm Cultural Institute, is part of Prospect Park Alliance’s ReImagine Lefferts initiative, which is transforming the museum to explore the legacies of resistance and resilience of the Indigenous people of Lenapehoking, whose unceded ancestral lands the park and house rests upon, and Africans who were enslaved by the Lefferts family. The Shirley Chisholm Cultural Institute (SCCI) has been at the forefront of art, culture, and justice and economic sustainability since 1977, with the official permission and participation of Congresswoman Chisholm herself in its inception and development. Its purpose is to preserve the legacy of Congresswoman Shirley Chisholm through the initiatives cultivated during her public service career with 21st century activism and innovation. SCCI is aligned with grassroots groups and frontline communities through creating substantive community-based partnership and collaboration along with strategic interoperative relationships with leaders of governmental, and mainstream organizations.",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/the-shirley-chisholm-way-brooklyns-blueprint-for-change-4/2026-09-20/
Molière in the Park: Don Juan,"Join Molière in the Park, in partnership with Prospect Park Alliance, for a free production of Molière’s most subversive masterpiece, Don Juan. Following the infamous seducer over a single day of defiance and betrayal, this thrilling production blends comedy, tragedy, and the supernatural. Translated by Stephen Wadsworth and directed by Drama Desk nominee Lucie Tiberghien, featuring live original cello music by Drama Desk nominee Johnathan Moore. RSVP About Molière in the Park: The mission of Molière in the Park (MIP) is to foster empathy and unity within the diverse communities in Brooklyn through the arts. We offer free opportunities for all to come together in Prospect Park and beyond and experience the benefits of theater. MIP’s vision is of a Brooklyn where all communities can benefit equally from access to theater and the Arts. Find out more at www.moliereinthepark.org",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/moliere-in-the-park-don-juan-3-2-4/
Tammy Hall Anniversary Event,"Celebrate 30 years of storytelling with renowned artist Tammy Hall at Lefferts Historic House, the very place where her professional journey began! Presented in partnership with Prospect Park Alliance, this milestone celebration features a captivating performance of global folktales, an interactive storytelling workshop where master narrative craft comes to life, and an open mic session giving community members of all ages their own chance to take the stage and share a tale. RSVP",2026-09-20,,2026-09-20,,1,,Parks & Open Space,https://www.prospectpark.org/event/tammy-hall-anniversary-event/
It’s My Park Day,"Looking to get involved in a park clean-up effort? Join Prospect Park Alliance for It’s My Park Day to care for the park after busy weekends. All necessary tools will be provided for your volunteer experience. Join It’s My Park Days on: September 8, 14, 21, 28 + October 5, 13, 19, 26 Open to teens 14+, adults, and groups with disabilities. Register as an Individual or Register as a Group with Disabilities Register online or contact the Alliance Volunteer Services team at volunteers@prospectpark.org or 929-888-6826.",2026-09-21,,2026-09-21,,1,,Parks & Open Space,https://www.prospectpark.org/event/its-my-park-day-22/2026-09-21/
Sexual Health Mobile Medical Unit,"Prospect Park Alliance is collaborating with NewYork-Presbyterian to offer comprehensive sexual health services in Brooklyn’s backyard at Grand Army Plaza every Thursday from 10 am to 3 pm and every Monday at the Parkside + Ocean Avenue Entrance from 10 am to 3 pm. The NewYork-Presbyterian Sexual Health Mobile Medical Unit is a safe, inclusive space for people to receive high-quality sexual health services. Learn more about the Sexual Health Mobile Medical Unit in Prospect Park or reach out to us at mobilehealth@nyp.org or (929) 923-3543. No insurance or ID is required to receive care. Staffed by a team of NewYork-Presbyterian healthcare providers, the mobile medical unit has an exam room and consult room, and offers routine laboratory testing, vaccinations, and PrEP and PEP medications that lower the risk of HIV infection. Patients can also be connected to social services, benefits enrollment, and local healthcare providers. Other services include sexually transmitted infection (STI) testing, family planning, hepatitis C screening, health education and more. Learn more about the Sexual Health Mobile Medical Unit in Prospect Park or reach out to us at mobilehealth@nyp.org. No insurance or ID is required to receive care. The Sexual Health Mobile Medical Unit is made possible through funding from the Dalio Center for Health Justice and the Division of Community and Population Health at NewYork-Presbyterian, and a grant from the Centers for Disease Control and Prevention.",2026-09-21,,2026-09-21,,1,,Parks & Open Space,https://www.prospectpark.org/event/sexual-health-mobile-medical-unit-2/2026-09-21/
Yom Kippur School Holiday in Prospect Park,"Join Prospect Park Alliance for family friendly programming on the school holiday for Yom Kippur. Nature Exploration Prospect Park Audubon Center, 10 am–3 pm Nature Around Us, 10 am–3 pm: Enjoy different seasonal discovery stations and nature themed activities that will introduce you to the plants, insects and animals that call the park home. The Lake and Lullwater are home to many plants and animals. Help us to test the water quality and investigate pond samples that are filled with living organisms. Fall Leaf Discovery, 2–3 pm: Join us as we delve into the wonder of nature! Are you curious about why and when trees shed their leaves? Gain hands-on experience in citizen science as we explore the Prospect Park environment and witness how changing temperatures affect the trees. We will provide you with a guide to help you record your observations. This program leaves the Audubon Center promptly at 2 pm. ReImagine Lefferts Open Hours, 12–5 pm Lefferts Historic House, Free Visit the Lefferts Historic House for family friendly outdoor and indoor exhibits, activities, workshops and special programs that explore the legacies of resistance and resilience of the Indigenous peoples of Lenapehoking, whose unceded lands the park and house rests upon, and the Africans enslaved by the Lefferts family. Carousel Rides, 12–5 pm Children’s Corner, $3 per ride; $13 for a book of 5 tickets; Unlimited with Prospect Park Alliance Family Supporter membership Make the most of the Yom Kippur school holiday at the park’s beloved Carousel. Join the Alliance at the Family Supporter level or above, and your family (up to 4 people) will receive unlimited rides on the Carousel for a full year!",2026-09-21,,2026-09-21,,1,,Parks & Open Space,https://www.prospectpark.org/event/yom-kippur-school-holiday-in-prospect-park-3/
Discussion | The Healing Power of Nature,"Join Prospect Park Alliance, Museum Van Loon (Amsterdam) and Tula Museum (Curaçao) for a lively conversation on The Healing Power of Nature at Lefferts Historic House. At this interactive dialogue, we will exchange perspectives, ideas and insights on the topic nature as a source for tranquility, admiration, spirituality, leisure, and more that will serve as the kick-off conversation for an exhibition in Amsterdam on the power of nature in 2028. Register Today",2026-09-21,,2026-09-21,,1,,Parks & Open Space,https://www.prospectpark.org/event/discussion-the-healing-power-of-nature/
Molière in the Park: Don Juan,"Join Molière in the Park, in partnership with Prospect Park Alliance, for a free production of Molière’s most subversive masterpiece, Don Juan. Following the infamous seducer over a single day of defiance and betrayal, this thrilling production blends comedy, tragedy, and the supernatural. Translated by Stephen Wadsworth and directed by Drama Desk nominee Lucie Tiberghien, featuring live original cello music by Drama Desk nominee Johnathan Moore. RSVP About Molière in the Park: The mission of Molière in the Park (MIP) is to foster empathy and unity within the diverse communities in Brooklyn through the arts. We offer free opportunities for all to come together in Prospect Park and beyond and experience the benefits of theater. MIP’s vision is of a Brooklyn where all communities can benefit equally from access to theater and the Arts. Find out more at www.moliereinthepark.org",2026-09-22,,2026-09-22,,1,,Parks & Open Space,https://www.prospectpark.org/event/moliere-in-the-park-don-juan-3-2/2026-09-22/
Wednesday Greenmarket at Bartel-Pritchard Square,"Nestled inside Prospect Park’s tree-shaded southwest corner, this much-loved market is where South Slope and Windsor Terrace residents stock up on locally grown staples. The offerings range from a selection of vegetables, fruits, baked goods, plants and flowers to fresh-caught fish and organic baked goods. Learn More For a full calendar of events and a list of sellers, visit the GrowNYC website. Learn about all Nutrition Benefit Programs accepted at GrowNYC Markets",2026-09-23,,2026-09-23,,1,,Parks & Open Space,https://www.prospectpark.org/event/wednesday-greenmarket-at-bartel-pritchard-square/2026-09-23/
EcoZone 2 Volunteer Crew Open House,"Here’s a chance to make an ongoing commitment to your community! Join a Prospect Park Alliance EcoZone Volunteer Crew to help Alliance gardeners care forBrooklyn’s Backyard! Prospect Park is divided into seven Ecological Zones (EcoZones) that are specifically maintained by dedicated EcoZone gardeners. We’re recruiting an EcoZone 2 Volunteer Crew to assist EcoZone Gardeners in restoration and general maintenance tasks to care for the zone that stretches along the Northeast side of the park from The Vale of Cashmere to Willink Plaza (Flatbush Avenue at Empire Boulevard), including the Midwood, from October 2026 to June 2027. Join us for an open house! Come out on a Wednesday in August and September, 9 am–12 pm to meet our Gardeners and get hands-on experience. Be advised, these projects involve repetitive bending, kneeling, lifting and transporting loaded wheelbarrows. This opportunity requires using sharp tools and encountering potentially hazardous plants and materials. Details and Requirements: Commitment to be available weekly (with a minimum participation twice a month) on Wednesdays 9 am–12 pm from November 2026 through June 2027. Available to attend an Orientation Session in-person Comfortable outdoors for three hours in cold, hot, sunny, rainy, or humid weather. Appropriate for adults only. Register for EcoZone! Questions? Contact the Alliance Volunteer Services team at volunteers@prospectpark.org or 929-888-6826.",2026-09-23,,2026-09-23,,1,,Parks & Open Space,https://www.prospectpark.org/event/ecozone-2-volunteer-crew-open-house/2026-09-23/
